STATION,NAME,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS
USC00041253,"CACHUMA LAKE, CA US",1958-04-13,,,0,0,0,82,52,62
USC00041253,"CACHUMA LAKE, CA US",1958-04-14,,,0,0,0,81,46,62
USC00041253,"CACHUMA LAKE, CA US",1958-04-15,,,0,0,0,80,46,65
USC00041253,"CACHUMA LAKE, CA US",1958-04-16,,,0,0,0,86,47,61
USC00041253,"CACHUMA LAKE, CA US",1958-04-17,,,0,0,0,80,47,54
USC00041253,"CACHUMA LAKE, CA US",1958-04-18,,,0,0,0,74,49,54
USC00041253,"CACHUMA LAKE, CA US",1958-04-19,,,0,0,0,77,50,67
USC00041253,"CACHUMA LAKE, CA US",1958-04-20,,,0,0,0,94,51,75
USC00041253,"CACHUMA LAKE, CA US",1958-04-21,,,0,0,0,96,51,62
USC00041253,"CACHUMA LAKE, CA US",1958-04-22,,,0,0,0,86,46,58
USC00041253,"CACHUMA LAKE, CA US",1958-04-23,,,0,0,0,72,40,56
USC00041253,"CACHUMA LAKE, CA US",1958-04-24,,,0,0,0,74,35,47
USC00041253,"CACHUMA LAKE, CA US",1958-04-25,,,0,0,0,72,36,56
USC00041253,"CACHUMA LAKE, CA US",1958-04-26,,,0,0,0,70,40,49
USC00041253,"CACHUMA LAKE, CA US",1958-04-27,,,0,0,0,70,40,43
USC00041253,"CACHUMA LAKE, CA US",1958-04-28,,,0,0,0,70,43,48
USC00041253,"CACHUMA LAKE, CA US",1958-04-29,,,0,0,0,69,47,52
USC00041253,"CACHUMA LAKE, CA US",1958-04-30,,,0,0,0,67,48,51
USC00041253,"CACHUMA LAKE, CA US",1958-05-01,,,0.06,0,0,73,50,52
USC00041253,"CACHUMA LAKE, CA US",1958-05-02,,,0,0,0,69,49,52
USC00041253,"CACHUMA LAKE, CA US",1958-05-03,,,0,0,0,70,47,50
USC00041253,"CACHUMA LAKE, CA US",1958-05-04,,,0,0,0,74,46,60
USC00041253,"CACHUMA LAKE, CA US",1958-05-05,,,0,0,0,85,47,55
USC00041253,"CACHUMA LAKE, CA US",1958-05-06,,,0,0,0,76,48,53
USC00041253,"CACHUMA LAKE, CA US",1958-05-07,,,0,0,0,74,47,50
USC00041253,"CACHUMA LAKE, CA US",1958-05-08,,,0,0,0,78,49,53
USC00041253,"CACHUMA LAKE, CA US",1958-05-09,,,0,0,0,69,45,51
USC00041253,"CACHUMA LAKE, CA US",1958-05-10,,,0,0,0,63,49,56
USC00041253,"CACHUMA LAKE, CA US",1958-05-11,,,0,0,0,69,50,60
USC00041253,"CACHUMA LAKE, CA US",1958-05-12,,,0.09,0,0,66,46,53
USC00041253,"CACHUMA LAKE, CA US",1958-05-13,,,0,0,0,67,39,46
USC00041253,"CACHUMA LAKE, CA US",1958-05-14,,,0,0,0,76,42,56
USC00041253,"CACHUMA LAKE, CA US",1958-05-15,,,0,0,0,87,47,63
USC00041253,"CACHUMA LAKE, CA US",1958-05-16,,,0,0,0,90,48,53
USC00041253,"CACHUMA LAKE, CA US",1958-05-17,,,0,0,0,87,51,60
USC00041253,"CACHUMA LAKE, CA US",1958-05-18,,,0,0,0,82,46,60
USC00041253,"CACHUMA LAKE, CA US",1958-05-19,,,0,0,0,80,53,60
USC00041253,"CACHUMA LAKE, CA US",1958-05-20,,,0,0,0,82,54,55
USC00041253,"CACHUMA LAKE, CA US",1958-05-21,,,0,0,0,78,46,58
USC00041253,"CACHUMA LAKE, CA US",1958-05-22,,,0.17,0,0,87,54,66
USC00041253,"CACHUMA LAKE, CA US",1958-05-23,,,0.1,0,0,77,53,66
USC00041253,"CACHUMA LAKE, CA US",1958-05-24,,,0,0,0,77,51,61
USC00041253,"CACHUMA LAKE, CA US",1958-05-25,,,0,0,0,81,51,61
USC00041253,"CACHUMA LAKE, CA US",1958-05-26,,,0,0,0,82,46,60
USC00041253,"CACHUMA LAKE, CA US",1958-05-27,,,0,0,0,84,46,60
USC00041253,"CACHUMA LAKE, CA US",1958-05-28,,,0,0,0,80,52,59
USC00041253,"CACHUMA LAKE, CA US",1958-05-29,,,0,0,0,84,51,55
USC00041253,"CACHUMA LAKE, CA US",1958-05-30,,,0,0,0,84,53,54
USC00041253,"CACHUMA LAKE, CA US",1958-05-31,,,0,0,0,78,52,56
USC00041253,"CACHUMA LAKE, CA US",1958-06-01,,,0,0,0,78,55,62
USC00041253,"CACHUMA LAKE, CA US",1958-06-02,,,0,0,0,76,48,62
USC00041253,"CACHUMA LAKE, CA US",1958-06-03,,,0,0,0,80,48,59
USC00041253,"CACHUMA LAKE, CA US",1958-06-04,,,0,0,0,80,44,62
USC00041253,"CACHUMA LAKE, CA US",1958-06-05,,,0,0,0,84,55,67
USC00041253,"CACHUMA LAKE, CA US",1958-06-06,,,0,0,0,78,48,59
USC00041253,"CACHUMA LAKE, CA US",1958-06-07,,,0,0,0,78,47,61
USC00041253,"CACHUMA LAKE, CA US",1958-06-08,,,0,0,0,76,49,63
USC00041253,"CACHUMA LAKE, CA US",1958-06-09,,,0,0,0,79,52,58
USC00041253,"CACHUMA LAKE, CA US",1958-06-10,,,0,0,0,78,51,60
USC00041253,"CACHUMA LAKE, CA US",1958-06-11,,,0,0,0,76,52,63
USC00041253,"CACHUMA LAKE, CA US",1958-06-12,,,0,0,0,74,55,62
USC00041253,"CACHUMA LAKE, CA US",1958-06-13,,,0,0,0,73,44,56
USC00041253,"CACHUMA LAKE, CA US",1958-06-14,,,0,0,0,80,48,62
USC00041253,"CACHUMA LAKE, CA US",1958-06-15,,,0,0,0,92,45,62
USC00041253,"CACHUMA LAKE, CA US",1958-06-16,,,0,0,0,88,52,58
USC00041253,"CACHUMA LAKE, CA US",1958-06-17,,,0,0,0,86,53,58
USC00041253,"CACHUMA LAKE, CA US",1958-06-18,,,0,0,0,84,50,62
USC00041253,"CACHUMA LAKE, CA US",1958-06-19,,,0,0,0,81,50,62
USC00041253,"CACHUMA LAKE, CA US",1958-06-20,,,0,0,0,81,48,59
USC00041253,"CACHUMA LAKE, CA US",1958-06-21,,,0,0,0,83,50,65
USC00041253,"CACHUMA LAKE, CA US",1958-06-22,,,0,0,0,85,49,57
USC00041253,"CACHUMA LAKE, CA US",1958-06-23,,,0,0,0,86,52,57
USC00041253,"CACHUMA LAKE, CA US",1958-06-24,,,0,0,0,82,51,59
USC00041253,"CACHUMA LAKE, CA US",1958-06-25,,,0,0,0,82,49,55
USC00041253,"CACHUMA LAKE, CA US",1958-06-26,,,0,0,0,91,51,62
USC00041253,"CACHUMA LAKE, CA US",1958-06-27,,,0,0,0,88,51,61
USC00041253,"CACHUMA LAKE, CA US",1958-06-28,,,0,0,0,91,46,67
USC00041253,"CACHUMA LAKE, CA US",1958-06-29,,,0,0,0,91,50,52
USC00041253,"CACHUMA LAKE, CA US",1958-06-30,,,0,0,0,77,46,59
USC00041253,"CACHUMA LAKE, CA US",1958-07-01,,,0,0,0,80,47,52
USC00041253,"CACHUMA LAKE, CA US",1958-07-02,,,0,0,0,81,52,60
USC00041253,"CACHUMA LAKE, CA US",1958-07-03,,,0,0,0,76,52,60
USC00041253,"CACHUMA LAKE, CA US",1958-07-04,,,0,0,0,84,52,56
USC00041253,"CACHUMA LAKE, CA US",1958-07-05,,,0,0,0,84,51,59
USC00041253,"CACHUMA LAKE, CA US",1958-07-06,,,0,0,0,86,52,59
USC00041253,"CACHUMA LAKE, CA US",1958-07-07,,,0,0,0,87,54,58
USC00041253,"CACHUMA LAKE, CA US",1958-07-08,,,0,0,0,90,52,57
USC00041253,"CACHUMA LAKE, CA US",1958-07-09,,,0,0,0,93,51,56
USC00041253,"CACHUMA LAKE, CA US",1958-07-10,,,0,0,0,94,50,57
USC00041253,"CACHUMA LAKE, CA US",1958-07-11,,,0,0,0,102,51,68
USC00041253,"CACHUMA LAKE, CA US",1958-07-12,,,0,0,0,101,50,56
USC00041253,"CACHUMA LAKE, CA US",1958-07-13,,,0,0,0,94,49,60
USC00041253,"CACHUMA LAKE, CA US",1958-07-14,,,0,0,0,90,53,56
USC00041253,"CACHUMA LAKE, CA US",1958-07-15,,,0,0,0,80,53,58
USC00041253,"CACHUMA LAKE, CA US",1958-07-16,,,0,0,0,80,53,58
USC00041253,"CACHUMA LAKE, CA US",1958-07-17,,,0,0,0,78,52,59
USC00041253,"CACHUMA LAKE, CA US",1958-07-18,,,0,0,0,78,53,60
USC00041253,"CACHUMA LAKE, CA US",1958-07-19,,,0,0,0,85,51,62
USC00041253,"CACHUMA LAKE, CA US",1958-07-20,,,0,0,0,87,51,58
USC00041253,"CACHUMA LAKE, CA US",1958-07-21,,,0,0,0,86,51,58
USC00041253,"CACHUMA LAKE, CA US",1958-07-22,,,0,0,0,85,53,58
USC00041253,"CACHUMA LAKE, CA US",1958-07-23,,,0,0,0,83,51,60
USC00041253,"CACHUMA LAKE, CA US",1958-07-24,,,0,0,0,83,54,63
USC00041253,"CACHUMA LAKE, CA US",1958-07-25,,,0,0,0,88,53,58
USC00041253,"CACHUMA LAKE, CA US",1958-07-26,,,0,0,0,87,53,58
USC00041253,"CACHUMA LAKE, CA US",1958-07-27,,,0,0,0,85,53,60
USC00041253,"CACHUMA LAKE, CA US",1958-07-28,,,0,0,0,90,53,58
USC00041253,"CACHUMA LAKE, CA US",1958-07-29,,,0,0,0,91,54,64
USC00041253,"CACHUMA LAKE, CA US",1958-07-30,,,0,0,0,93,52,66
USC00041253,"CACHUMA LAKE, CA US",1958-07-31,,,0,0,0,97,56,73
USC00041253,"CACHUMA LAKE, CA US",1958-08-01,,,0,0,0,94,54,63
USC00041253,"CACHUMA LAKE, CA US",1958-08-02,,,0,0,0,89,55,62
USC00041253,"CACHUMA LAKE, CA US",1958-08-03,,,0,0,0,88,56,64
USC00041253,"CACHUMA LAKE, CA US",1958-08-04,,,0,0,0,91,55,63
USC00041253,"CACHUMA LAKE, CA US",1958-08-05,,,0,0,0,92,54,60
USC00041253,"CACHUMA LAKE, CA US",1958-08-06,,,0,0,0,91,52,59
USC00041253,"CACHUMA LAKE, CA US",1958-08-07,,,0,0,0,94,56,63
USC00041253,"CACHUMA LAKE, CA US",1958-08-08,,,0,0,0,94,58,64
USC00041253,"CACHUMA LAKE, CA US",1958-08-09,,,0,0,0,91,54,65
USC00041253,"CACHUMA LAKE, CA US",1958-08-10,,,0,0,0,93,55,68
USC00041253,"CACHUMA LAKE, CA US",1958-08-11,,,0,0,0,96,54,62
USC00041253,"CACHUMA LAKE, CA US",1958-08-12,,,0,0,0,97,61,72
USC00041253,"CACHUMA LAKE, CA US",1958-08-13,,,0,0,0,102,59,68
USC00041253,"CACHUMA LAKE, CA US",1958-08-14,,,0,0,0,101,60,73
USC00041253,"CACHUMA LAKE, CA US",1958-08-15,,,0,0,0,100,62,65
USC00041253,"CACHUMA LAKE, CA US",1958-08-16,,,0.02,0,0,94,64,73
USC00041253,"CACHUMA LAKE, CA US",1958-08-17,,,0,0,0,95,59,67
USC00041253,"CACHUMA LAKE, CA US",1958-08-18,,,0,0,0,91,61,66
USC00041253,"CACHUMA LAKE, CA US",1958-08-19,,,0,0,0,84,60,63
USC00041253,"CACHUMA LAKE, CA US",1958-08-20,,,0,0,0,86,57,61
USC00041253,"CACHUMA LAKE, CA US",1958-08-21,,,0,0,0,84,56,59
USC00041253,"CACHUMA LAKE, CA US",1958-08-22,,,0,0,0,88,55,59
USC00041253,"CACHUMA LAKE, CA US",1958-08-23,,,0,0,0,85,55,60
USC00041253,"CACHUMA LAKE, CA US",1958-08-24,,,0,0,0,86,55,60
USC00041253,"CACHUMA LAKE, CA US",1958-08-25,,,0,0,0,89,55,61
USC00041253,"CACHUMA LAKE, CA US",1958-08-26,,,0,0,0,92,55,59
USC00041253,"CACHUMA LAKE, CA US",1958-08-27,,,0,0,0,91,57,59
USC00041253,"CACHUMA LAKE, CA US",1958-08-28,,,0,0,0,85,56,61
USC00041253,"CACHUMA LAKE, CA US",1958-08-29,,,0,0,0,90,52,56
USC00041253,"CACHUMA LAKE, CA US",1958-08-30,,,0,0,0,89,53,56
USC00041253,"CACHUMA LAKE, CA US",1958-08-31,,,0,0,0,94,52,57
USC00041253,"CACHUMA LAKE, CA US",1958-09-01,,,0,0,0,96,50,52
USC00041253,"CACHUMA LAKE, CA US",1958-09-02,,,0,0,0,93,52,59
USC00041253,"CACHUMA LAKE, CA US",1958-09-03,,,0,0,0,89,52,54
USC00041253,"CACHUMA LAKE, CA US",1958-09-04,,,0,0,0,88,54,58
USC00041253,"CACHUMA LAKE, CA US",1958-09-05,,,0,0,0,88,44,54
USC00041253,"CACHUMA LAKE, CA US",1958-09-06,,,0,0,0,99,52,71
USC00041253,"CACHUMA LAKE, CA US",1958-09-07,,,0.35,0,0,99,60,70
USC00041253,"CACHUMA LAKE, CA US",1958-09-08,,,0.3,0,0,82,58,66
USC00041253,"CACHUMA LAKE, CA US",1958-09-09,,,0,0,0,90,58,63
USC00041253,"CACHUMA LAKE, CA US",1958-09-10,,,0,0,0,86,57,60
USC00041253,"CACHUMA LAKE, CA US",1958-09-11,,,0,0,0,80,53,58
USC00041253,"CACHUMA LAKE, CA US",1958-09-12,,,0,0,0,84,49,58
USC00041253,"CACHUMA LAKE, CA US",1958-09-13,,,0,0,0,81,49,62
USC00041253,"CACHUMA LAKE, CA US",1958-09-14,,,0,0,0,81,48,63
USC00041253,"CACHUMA LAKE, CA US",1958-09-15,,,0,0,0,95,53,66
USC00041253,"CACHUMA LAKE, CA US",1958-09-16,,,0,0,0,99,63,75
USC00041253,"CACHUMA LAKE, CA US",1958-09-17,,,0,0,0,100,52,70
USC00041253,"CACHUMA LAKE, CA US",1958-09-18,,,0,0,0,95,49,58
USC00041253,"CACHUMA LAKE, CA US",1958-09-19,,,0,0,0,97,59,74
USC00041253,"CACHUMA LAKE, CA US",1958-09-20,,,0,0,0,100,52,64
USC00041253,"CACHUMA LAKE, CA US",1958-09-21,,,0,0,0,99,57,66
USC00041253,"CACHUMA LAKE, CA US",1958-09-22,,,0,0,0,98,51,58
USC00041253,"CACHUMA LAKE, CA US",1958-09-23,,,0.08,0,0,77,56,60
USC00041253,"CACHUMA LAKE, CA US",1958-09-24,,,0.07,0,0,61,45,54
USC00041253,"CACHUMA LAKE, CA US",1958-09-25,,,0,0,0,83,50,65
USC00041253,"CACHUMA LAKE, CA US",1958-09-26,,,0,0,0,93,60,71
USC00041253,"CACHUMA LAKE, CA US",1958-09-27,,,0,0,0,99,59,73
USC00041253,"CACHUMA LAKE, CA US",1958-09-28,,,0,0,0,101,57,75
USC00041253,"CACHUMA LAKE, CA US",1958-09-29,,,0,0,0,96,47,61
USC00041253,"CACHUMA LAKE, CA US",1958-09-30,,,0,0,0,91,52,62
USC00041253,"CACHUMA LAKE, CA US",1958-10-01,,,0,0,0,94,46,68
USC00041253,"CACHUMA LAKE, CA US",1958-10-02,,,0,0,0,93,54,67
USC00041253,"CACHUMA LAKE, CA US",1958-10-03,,,0,0,0,100,61,80
USC00041253,"CACHUMA LAKE, CA US",1958-10-04,,,0,0,0,103,58,79
USC00041253,"CACHUMA LAKE, CA US",1958-10-05,,,0,0,0,100,52,58
USC00041253,"CACHUMA LAKE, CA US",1958-10-06,,,0,0,0,79,51,56
USC00041253,"CACHUMA LAKE, CA US",1958-10-07,,,0,0,0,74,46,61
USC00041253,"CACHUMA LAKE, CA US",1958-10-08,,,0,0,0,80,46,62
USC00041253,"CACHUMA LAKE, CA US",1958-10-09,,,0,0,0,87,48,62
USC00041253,"CACHUMA LAKE, CA US",1958-10-10,,,0,0,0,90,50,58
USC00041253,"CACHUMA LAKE, CA US",1958-10-11,,,0,0,0,93,52,58
USC00041253,"CACHUMA LAKE, CA US",1958-10-12,,,0,0,0,85,51,62
USC00041253,"CACHUMA LAKE, CA US",1958-10-13,,,0,0,0,92,45,62
USC00041253,"CACHUMA LAKE, CA US",1958-10-14,,,0,0,0,96,47,64
USC00041253,"CACHUMA LAKE, CA US",1958-10-15,,,0,0,0,90,48,62
USC00041253,"CACHUMA LAKE, CA US",1958-10-16,,,0,0,0,93,53,73
USC00041253,"CACHUMA LAKE, CA US",1958-10-17,,,0,0,0,102,54,75
USC00041253,"CACHUMA LAKE, CA US",1958-10-18,,,0,0,0,100,48,63
USC00041253,"CACHUMA LAKE, CA US",1958-10-19,,,0,0,0,86,55,58
USC00041253,"CACHUMA LAKE, CA US",1958-10-20,,,0,0,0,81,46,65
USC00041253,"CACHUMA LAKE, CA US",1958-10-21,,,0,0,0,85,48,62
USC00041253,"CACHUMA LAKE, CA US",1958-10-22,,,0,0,0,80,48,61
USC00041253,"CACHUMA LAKE, CA US",1958-10-23,,,0,0,0,73,57,64
USC00041253,"CACHUMA LAKE, CA US",1958-10-24,,,0,0,0,68,54,56
USC00041253,"CACHUMA LAKE, CA US",1958-10-25,,,0,0,0,71,49,58
USC00041253,"CACHUMA LAKE, CA US",1958-10-26,,,0,0,0,68,48,60
USC00041253,"CACHUMA LAKE, CA US",1958-10-27,,,0,0,0,75,46,57
USC00041253,"CACHUMA LAKE, CA US",1958-10-28,,,0,0,0,85,45,52
USC00041253,"CACHUMA LAKE, CA US",1958-10-29,,,0,0,0,87,51,69
USC00041253,"CACHUMA LAKE, CA US",1958-10-30,,,0,0,0,90,53,69
USC00041253,"CACHUMA LAKE, CA US",1958-10-31,,,0,0,0,83,56,64
USC00041253,"CACHUMA LAKE, CA US",1958-11-01,,,0,0,0,80,48,56
USC00041253,"CACHUMA LAKE, CA US",1958-11-02,,,0,0,0,81,41,48
USC00041253,"CACHUMA LAKE, CA US",1958-11-03,,,0,0,0,83,45,60
USC00041253,"CACHUMA LAKE, CA US",1958-11-04,,,0,0,0,90,46,62
USC00041253,"CACHUMA LAKE, CA US",1958-11-05,,,0,0,0,86,47,59
USC00041253,"CACHUMA LAKE, CA US",1958-11-06,,,0,0,0,83,48,61
USC00041253,"CACHUMA LAKE, CA US",1958-11-07,,,0,0,0,86,46,50
USC00041253,"CACHUMA LAKE, CA US",1958-11-08,,,0,0,0,85,48,53
USC00041253,"CACHUMA LAKE, CA US",1958-11-09,,,0,0,0,82,52,56
USC00041253,"CACHUMA LAKE, CA US",1958-11-10,,,0,0,0,72,52,52
USC00041253,"CACHUMA LAKE, CA US",1958-11-11,,,0.05,0,0,64,43,51
USC00041253,"CACHUMA LAKE, CA US",1958-11-12,,,0,0,0,66,37,50
USC00041253,"CACHUMA LAKE, CA US",1958-11-13,,,0,0,0,69,36,49
USC00041253,"CACHUMA LAKE, CA US",1958-11-14,,,0,0,0,72,36,49
USC00041253,"CACHUMA LAKE, CA US",1958-11-15,,,0.08,0,0,67,37,45
USC00041253,"CACHUMA LAKE, CA US",1958-11-16,,,0.08,0,0,56,34,41
USC00041253,"CACHUMA LAKE, CA US",1958-11-17,,,0,0,0,56,25,40
USC00041253,"CACHUMA LAKE, CA US",1958-11-18,,,0,0,0,61,36,47
USC00041253,"CACHUMA LAKE, CA US",1958-11-19,,,0,0,0,70,36,52
USC00041253,"CACHUMA LAKE, CA US",1958-11-20,,,0,0,0,81,45,56
USC00041253,"CACHUMA LAKE, CA US",1958-11-21,,,0,0,0,82,49,58
USC00041253,"CACHUMA LAKE, CA US",1958-11-22,,,0,0,0,82,42,56
USC00041253,"CACHUMA LAKE, CA US",1958-11-23,,,0,0,0,82,46,57
USC00041253,"CACHUMA LAKE, CA US",1958-11-24,,,0,0,0,87,46,57
USC00041253,"CACHUMA LAKE, CA US",1958-11-25,,,0,0,0,74,52,55
USC00041253,"CACHUMA LAKE, CA US",1958-11-26,,,0,0,0,77,52,63
USC00041253,"CACHUMA LAKE, CA US",1958-11-27,,,0,0,0,70,44,52
USC00041253,"CACHUMA LAKE, CA US",1958-11-28,,,0,0,0,77,47,56
USC00041253,"CACHUMA LAKE, CA US",1958-11-29,,,0,0,0,80,45,53
USC00041253,"CACHUMA LAKE, CA US",1958-11-30,,,0,0,0,75,46,54
USC00041253,"CACHUMA LAKE, CA US",1958-12-01,,,0,0,0,78,41,52
USC00041253,"CACHUMA LAKE, CA US",1958-12-02,,,0,0,0,80,43,56
USC00041253,"CACHUMA LAKE, CA US",1958-12-03,,,0,0,0,90,51,60
USC00041253,"CACHUMA LAKE, CA US",1958-12-04,,,0,0,0,94,47,57
USC00041253,"CACHUMA LAKE, CA US",1958-12-05,,,0,0,0,84,41,53
USC00041253,"CACHUMA LAKE, CA US",1958-12-06,,,0,0,0,69,45,51
USC00041253,"CACHUMA LAKE, CA US",1958-12-07,,,0,0,0,71,37,43
USC00041253,"CACHUMA LAKE, CA US",1958-12-08,,,0,0,0,78,38,43
USC00041253,"CACHUMA LAKE, CA US",1958-12-09,,,0,0,0,73,40,45
USC00041253,"CACHUMA LAKE, CA US",1958-12-10,,,0,0,0,73,43,58
USC00041253,"CACHUMA LAKE, CA US",1958-12-11,,,0,0,0,87,52,60
USC00041253,"CACHUMA LAKE, CA US",1958-12-12,,,0,0,0,88,48,57
USC00041253,"CACHUMA LAKE, CA US",1958-12-13,,,0,0,0,85,51,62
USC00041253,"CACHUMA LAKE, CA US",1958-12-14,,,0,0,0,85,42,53
USC00041253,"CACHUMA LAKE, CA US",1958-12-15,,,0,0,0,81,44,54
USC00041253,"CACHUMA LAKE, CA US",1958-12-16,,,0,0,0,79,47,58
USC00041253,"CACHUMA LAKE, CA US",1958-12-17,,,0,0,0,77,45,52
USC00041253,"CACHUMA LAKE, CA US",1958-12-18,,,0,0,0,83,46,53
USC00041253,"CACHUMA LAKE, CA US",1958-12-19,,,0,0,0,80,33,39
USC00041253,"CACHUMA LAKE, CA US",1958-12-20,,,0,0,0,67,33,38
USC00041253,"CACHUMA LAKE, CA US",1958-12-21,,,0,0,0,69,38,51
USC00041253,"CACHUMA LAKE, CA US",1958-12-22,,,0,0,0,61,42,48
USC00041253,"CACHUMA LAKE, CA US",1958-12-23,,,0,0,0,65,42,47
USC00041253,"CACHUMA LAKE, CA US",1958-12-24,,,0,0,0,63,37,45
USC00041253,"CACHUMA LAKE, CA US",1958-12-25,,,0,0,0,68,42,48
USC00041253,"CACHUMA LAKE, CA US",1958-12-26,,,0,0,0,70,46,48
USC00041253,"CACHUMA LAKE, CA US",1958-12-27,,,0.03,0,0,65,46,49
USC00041253,"CACHUMA LAKE, CA US",1958-12-28,,,0.04,0,0,63,40,45
USC00041253,"CACHUMA LAKE, CA US",1958-12-29,,,0,0,0,67,34,48
USC00041253,"CACHUMA LAKE, CA US",1958-12-30,,,0,0,0,71,41,51
USC00041253,"CACHUMA LAKE, CA US",1958-12-31,,,0,0,0,72,37,52
USC00041253,"CACHUMA LAKE, CA US",1959-01-01,,,0,0,0,76,36,46
USC00041253,"CACHUMA LAKE, CA US",1959-01-02,,,0,0,0,74,39,43
USC00041253,"CACHUMA LAKE, CA US",1959-01-03,,,0,0,0,63,30,35
USC00041253,"CACHUMA LAKE, CA US",1959-01-04,,,0,0,0,66,27,34
USC00041253,"CACHUMA LAKE, CA US",1959-01-05,,,0,0,0,61,31,53
USC00041253,"CACHUMA LAKE, CA US",1959-01-06,,,4.81,0,0,55,34,48
USC00041253,"CACHUMA LAKE, CA US",1959-01-07,,,0.03,0,0,58,46,50
USC00041253,"CACHUMA LAKE, CA US",1959-01-08,,,0,0,0,60,40,53
USC00041253,"CACHUMA LAKE, CA US",1959-01-09,,,0,0,0,65,48,57
USC00041253,"CACHUMA LAKE, CA US",1959-01-10,,,0.06,0,0,70,54,54
USC00041253,"CACHUMA LAKE, CA US",1959-01-11,,,0,0,0,73,48,54
USC00041253,"CACHUMA LAKE, CA US",1959-01-12,,,0,0,0,75,46,52
USC00041253,"CACHUMA LAKE, CA US",1959-01-13,,,0.41,0,0,67,44,48
USC00041253,"CACHUMA LAKE, CA US",1959-01-14,,,0,0,0,68,45,50
USC00041253,"CACHUMA LAKE, CA US",1959-01-15,,,0,0,0,73,41,49
USC00041253,"CACHUMA LAKE, CA US",1959-01-16,,,0,0,0,77,45,52
USC00041253,"CACHUMA LAKE, CA US",1959-01-17,,,0,0,0,80,44,57
USC00041253,"CACHUMA LAKE, CA US",1959-01-18,,,0,0,0,77,42,45
USC00041253,"CACHUMA LAKE, CA US",1959-01-19,,,0,0,0,78,37,53
USC00041253,"CACHUMA LAKE, CA US",1959-01-20,,,0,0,0,74,38,48
USC00041253,"CACHUMA LAKE, CA US",1959-01-21,,,0,0,0,64,39,46
USC00041253,"CACHUMA LAKE, CA US",1959-01-22,,,0,0,0,66,41,48
USC00041253,"CACHUMA LAKE, CA US",1959-01-23,,,0,0,0,68,38,50
USC00041253,"CACHUMA LAKE, CA US",1959-01-24,,,0,0,0,75,36,45
USC00041253,"CACHUMA LAKE, CA US",1959-01-25,,,0,0,0,68,43,48
USC00041253,"CACHUMA LAKE, CA US",1959-01-26,,,0.03,0,0,64,39,46
USC00041253,"CACHUMA LAKE, CA US",1959-01-27,,,0,0,0,70,38,45
USC00041253,"CACHUMA LAKE, CA US",1959-01-28,,,0,0,0,72,45,51
USC00041253,"CACHUMA LAKE, CA US",1959-01-29,,,0,0,0,69,30,44
USC00041253,"CACHUMA LAKE, CA US",1959-01-30,,,0,0,0,70,32,43
USC00041253,"CACHUMA LAKE, CA US",1959-01-31,,,0,0,0,64,32,38
USC00041253,"CACHUMA LAKE, CA US",1959-02-01,,,0,0,0,66,33,36
USC00041253,"CACHUMA LAKE, CA US",1959-02-02,,,0,0,0,63,34,39
USC00041253,"CACHUMA LAKE, CA US",1959-02-03,,,0,0,0,65,33,40
USC00041253,"CACHUMA LAKE, CA US",1959-02-04,,,0,0,0,68,33,43
USC00041253,"CACHUMA LAKE, CA US",1959-02-05,,,0,0,0,68,35,42
USC00041253,"CACHUMA LAKE, CA US",1959-02-06,,,0,0,0,68,36,40
USC00041253,"CACHUMA LAKE, CA US",1959-02-07,,,0,0,0,65,40,51
USC00041253,"CACHUMA LAKE, CA US",1959-02-08,,,0.19,0,0,55,41,41
USC00041253,"CACHUMA LAKE, CA US",1959-02-09,,,0,0,0,55,32,40
USC00041253,"CACHUMA LAKE, CA US",1959-02-10,,,0.3,0,0,57,40,47
USC00041253,"CACHUMA LAKE, CA US",1959-02-11,,,3.29,0,0,53,45,46
USC00041253,"CACHUMA LAKE, CA US",1959-02-12,,,0.25,0,0,52,35,42
USC00041253,"CACHUMA LAKE, CA US",1959-02-13,,,0,0,0,56,31,40
USC00041253,"CACHUMA LAKE, CA US",1959-02-14,,,0,0,0,60,40,41
USC00041253,"CACHUMA LAKE, CA US",1959-02-15,,,0,0,0,60,41,58
USC00041253,"CACHUMA LAKE, CA US",1959-02-16,,,1.85,0,0,62,48,55
USC00041253,"CACHUMA LAKE, CA US",1959-02-17,,,0.46,0,0,65,46,
USC00041253,"CACHUMA LAKE, CA US",1959-02-18,,,0.55,0,0,65,45,50
USC00041253,"CACHUMA LAKE, CA US",1959-02-19,,,0.22,0,0,59,41,46
USC00041253,"CACHUMA LAKE, CA US",1959-02-20,,,0,0,0,63,43,50
USC00041253,"CACHUMA LAKE, CA US",1959-02-21,,,1.05,0,0,60,35,42
USC00041253,"CACHUMA LAKE, CA US",1959-02-22,,,0.12,0,0,52,35,38
USC00041253,"CACHUMA LAKE, CA US",1959-02-23,,,0,0,0,60,35,41
USC00041253,"CACHUMA LAKE, CA US",1959-02-24,,,0,0,0,66,37,44
USC00041253,"CACHUMA LAKE, CA US",1959-02-25,,,0,0,0,68,42,50
USC00041253,"CACHUMA LAKE, CA US",1959-02-26,,,0,0,0,70,42,54
USC00041253,"CACHUMA LAKE, CA US",1959-02-27,,,0,0,0,76,38,49
USC00041253,"CACHUMA LAKE, CA US",1959-02-28,,,0,0,0,77,46,57
USC00041253,"CACHUMA LAKE, CA US",1959-03-01,,,0,0,0,82,51,60
